antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Wireless and Mobile Programming'}),"frozenset({'Calculus', 'Software Engineering', 'Numerical Methods'})",0.39,0.22,0.175,0.4487179487179487,2.0396270396270393,1.0,0.08919999999999999,1.4148837209302325,0.8355971896955503,0.4022988505747126,0.2932281393819855,0.622086247086247
frozenset({'Calculus'}),"frozenset({'Wireless and Mobile Programming', 'Software Engineering', 'Numerical Methods'})",0.38,0.235,0.175,0.4605263157894737,1.9596864501679732,1.0,0.0857,1.4180487804878048,0.7898617511520737,0.3977272727272727,0.29480564155486755,0.6026035834266517
frozenset({'Software Engineering'}),"frozenset({'Wireless and Mobile Programming', 'Calculus', 'Numerical Methods'})",0.385,0.235,0.175,0.45454545454545453,1.9342359767891684,1.0,0.08452499999999999,1.4025,0.7853658536585365,0.3932584269662921,0.28698752228163993,0.5996131528046421
frozenset({'Numerical Methods'}),"frozenset({'Wireless and Mobile Programming', 'Calculus', 'Software Engineering'})",0.39,0.21,0.175,0.4487179487179487,2.1367521367521367,1.0,0.09309999999999999,1.4330232558139535,0.8721311475409835,0.4117647058823529,0.3021746186303148,0.641025641025641
"frozenset({'Wireless and Mobile Programming', 'Calculus', 'Software Engineering'})",frozenset({'Security Risk Management'}),0.21,0.335,0.13,0.6190476190476191,1.8479033404406537,1.0,0.05965000000000001,1.7456250000000002,0.5808179162609542,0.3132530120481928,0.4271392767633369,0.5035536602700782
"frozenset({'Wireless and Mobile Programming', 'Calculus', 'Security Risk Management'})",frozenset({'Software Engineering'}),0.19,0.385,0.13,0.6842105263157895,1.7771701982228298,1.0,0.05685,1.9475,0.5398860398860399,0.2921348314606742,0.4865211810012837,0.5109364319890636
"frozenset({'Wireless and Mobile Programming', 'Security Risk Management', 'Software Engineering'})",frozenset({'Calculus'}),0.185,0.38,0.13,0.7027027027027027,1.849217638691323,1.0,0.0597,2.085454545454546,0.5634733364794715,0.2988505747126437,0.5204882301656496,0.5224039829302988
"frozenset({'Security Risk Management', 'Calculus', 'Software Engineering'})",frozenset({'Wireless and Mobile Programming'}),0.185,0.39,0.13,0.7027027027027027,1.8018018018018018,1.0,0.05785,2.051818181818182,0.5460122699386503,0.2921348314606742,0.5126273814798405,0.5180180180180181
"frozenset({'Wireless and Mobile Programming', 'Calculus'})","frozenset({'Security Risk Management', 'Software Engineering'})",0.285,0.25,0.13,0.456140350877193,1.824561403508772,1.0,0.05875000000000001,1.3790322580645162,0.6320602474448628,0.32098765432098775,0.2748538011695907,0.48807017543859654
"frozenset({'Wireless and Mobile Programming', 'Software Engineering'})","frozenset({'Security Risk Management', 'Calculus'})",0.305,0.26,0.13,0.42622950819672134,1.639344262295082,1.0,0.05070000000000001,1.2897142857142858,0.5611510791366907,0.2988505747126437,0.2246344705361099,0.46311475409836067
"frozenset({'Wireless and Mobile Programming', 'Security Risk Management'})","frozenset({'Calculus', 'Software Engineering'})",0.255,0.275,0.13,0.5098039215686274,1.853832442067736,1.0,0.059875,1.4789999999999999,0.6182240578213732,0.325,0.323867478025693,0.49126559714795004
"frozenset({'Calculus', 'Software Engineering'})","frozenset({'Wireless and Mobile Programming', 'Security Risk Management'})",0.275,0.255,0.13,0.4727272727272727,1.8538324420677361,1.0,0.059875,1.4129310344827584,0.6352785145888594,0.325,0.2922513727882855,0.49126559714795004
"frozenset({'Security Risk Management', 'Calculus'})","frozenset({'Wireless and Mobile Programming', 'Software Engineering'})",0.26,0.305,0.13,0.5,1.639344262295082,1.0,0.05070000000000001,1.3900000000000001,0.5270270270270271,0.2988505747126437,0.2805755395683453,0.46311475409836067
"frozenset({'Security Risk Management', 'Software Engineering'})","frozenset({'Wireless and Mobile Programming', 'Calculus'})",0.25,0.285,0.13,0.52,1.824561403508772,1.0,0.05875000000000001,1.4895833333333335,0.6025641025641026,0.32098765432098775,0.3286713286713287,0.48807017543859654
frozenset({'Wireless and Mobile Programming'}),"frozenset({'Security Risk Management', 'Calculus', 'Software Engineering'})",0.39,0.185,0.13,0.3333333333333333,1.8018018018018018,1.0,0.05785,1.2224999999999997,0.7295081967213115,0.2921348314606742,0.1820040899795501,0.5180180180180181
frozenset({'Calculus'}),"frozenset({'Wireless and Mobile Programming', 'Security Risk Management', 'Software Engineering'})",0.38,0.185,0.13,0.34210526315789475,1.849217638691323,1.0,0.0597,1.2388,0.7406947890818858,0.2988505747126437,0.19276719405876658,0.5224039829302988
frozenset({'Software Engineering'}),"frozenset({'Wireless and Mobile Programming', 'Calculus', 'Security Risk Management'})",0.385,0.19,0.13,0.33766233766233766,1.7771701982228298,1.0,0.05685,1.2229411764705884,0.7110694183864915,0.2921348314606742,0.1822991822991823,0.5109364319890636
frozenset({'Security Risk Management'}),"frozenset({'Wireless and Mobile Programming', 'Calculus', 'Software Engineering'})",0.335,0.21,0.13,0.3880597014925373,1.847903340440654,1.0,0.05965000000000001,1.2909756097560976,0.6899942163100058,0.3132530120481928,0.22539202720574344,0.5035536602700782
"frozenset({'Information System Analyst and Design', 'Data Science Programming', 'Computer Networks and Security'})",frozenset({'Machine Learning'}),0.155,0.37,0.11,0.7096774193548387,1.918047079337402,1.0,0.05265,2.1700000000000004,0.5664335664335665,0.2650602409638554,0.5391705069124425,0.5034873583260681
"frozenset({'Information System Analyst and Design', 'Machine Learning', 'Computer Networks and Security'})",frozenset({'Data Science Programming'}),0.195,0.345,0.11,0.5641025641025641,1.6350798959494612,1.0,0.042725,1.5026470588235294,0.4824957651044608,0.25581395348837205,0.33450773145429635,0.44147157190635455
"frozenset({'Information System Analyst and Design', 'Data Science Programming', 'Machine Learning'})",frozenset({'Computer Networks and Security'}),0.16,0.365,0.11,0.6875,1.8835616438356164,1.0,0.0516,2.032,0.5584415584415585,0.2650602409638554,0.5078740157480315,0.4944349315068493
"frozenset({'Machine Learning', 'Data Science Programming', 'Computer Networks and Security'})",frozenset({'Information System Analyst and Design'}),0.17,0.355,0.11,0.6470588235294117,1.8227009113504555,1.0,0.04965,1.8274999999999997,0.5438116100766703,0.2650602409638554,0.4528043775649794,0.4784589892294946
"frozenset({'Information System Analyst and Design', 'Computer Networks and Security'})","frozenset({'Machine Learning', 'Data Science Programming'})",0.265,0.25,0.11,0.4150943396226415,1.660377358490566,1.0,0.04375,1.2822580645161288,0.541125541125541,0.2716049382716049,0.22012578616352196,0.42754716981132074
"frozenset({'Information System Analyst and Design', 'Data Science Programming'})","frozenset({'Machine Learning', 'Computer Networks and Security'})",0.22,0.265,0.11,0.5,1.8867924528301885,1.0,0.051699999999999996,1.47,0.6025641025641025,0.29333333333333333,0.31972789115646255,0.4575471698113207
"frozenset({'Information System Analyst and Design', 'Machine Learning'})","frozenset({'Data Science Programming', 'Computer Networks and Security'})",0.27,0.24,0.11,0.4074074074074074,1.6975308641975309,1.0,0.045200000000000004,1.2825000000000002,0.5628891656288917,0.27499999999999997,0.2202729044834308,0.43287037037037035
"frozenset({'Data Science Programming', 'Computer Networks and Security'})","frozenset({'Information System Analyst and Design', 'Machine Learning'})",0.24,0.27,0.11,0.45833333333333337,1.6975308641975309,1.0,0.045200000000000004,1.3476923076923077,0.5406698564593302,0.27499999999999997,0.2579908675799087,0.43287037037037035
"frozenset({'Machine Learning', 'Computer Networks and Security'})","frozenset({'Information System Analyst and Design', 'Data Science Programming'})",0.265,0.22,0.11,0.4150943396226415,1.8867924528301885,1.0,0.051699999999999996,1.333548387096774,0.6394557823129251,0.29333333333333333,0.2501209482341557,0.4575471698113207
"frozenset({'Machine Learning', 'Data Science Programming'})","frozenset({'Information System Analyst and Design', 'Computer Networks and Security'})",0.25,0.265,0.11,0.44,1.660377358490566,1.0,0.04375,1.3124999999999998,0.5303030303030303,0.2716049382716049,0.23809523809523808,0.42754716981132074
frozenset({'Information System Analyst and Design'}),"frozenset({'Machine Learning', 'Data Science Programming', 'Computer Networks and Security'})",0.355,0.17,0.11,0.3098591549295775,1.8227009113504558,1.0,0.04965,1.20265306122449,0.6997885835095138,0.2650602409638554,0.16850500593925,0.4784589892294946
frozenset({'Computer Networks and Security'}),"frozenset({'Information System Analyst and Design', 'Data Science Programming', 'Machine Learning'})",0.365,0.16,0.11,0.3013698630136986,1.8835616438356162,1.0,0.0516,1.2023529411764706,0.7387258410880458,0.2650602409638554,0.16829745596868884,0.4944349315068493
frozenset({'Data Science Programming'}),"frozenset({'Information System Analyst and Design', 'Machine Learning', 'Computer Networks and Security'})",0.345,0.195,0.11,0.31884057971014496,1.6350798959494612,1.0,0.042725,1.1818085106382978,0.5929909784871616,0.25581395348837205,0.1538392294535962,0.44147157190635455
"frozenset({'Management and Organizational Behavior', 'Information System Analyst and Design', 'Data Science Programming'})",frozenset({'Computer Networks and Security'}),0.165,0.365,0.125,0.7575757575757576,2.0755500207555,1.0,0.064775,2.619375,0.6205988023952096,0.30864197530864196,0.618229539489382,0.5500207555002076
"frozenset({'Management and Organizational Behavior', 'Information System Analyst and Design', 'Computer Networks and Security'})",frozenset({'Data Science Programming'}),0.22,0.345,0.125,0.5681818181818182,1.6469038208168645,1.0,0.049100000000000005,1.5168421052631582,0.5035897435897436,0.2840909090909091,0.3407356002775851,0.4652503293807642
"frozenset({'Management and Organizational Behavior', 'Data Science Programming', 'Computer Networks and Security'})",frozenset({'Information System Analyst and Design'}),0.175,0.355,0.125,0.7142857142857143,2.012072434607646,1.0,0.06287500000000001,2.2575000000000003,0.6096969696969698,0.30864197530864196,0.5570321151716501,0.5331991951710262
"frozenset({'Information System Analyst and Design', 'Data Science Programming', 'Computer Networks and Security'})",frozenset({'Management and Organizational Behavior'}),0.155,0.375,0.125,0.8064516129032259,2.1505376344086025,1.0,0.066875,3.229166666666668,0.6331360946745562,0.30864197530864196,0.6903225806451614,0.5698924731182796
"frozenset({'Management and Organizational Behavior', 'Information System Analyst and Design'})","frozenset({'Data Science Programming', 'Computer Networks and Security'})",0.28,0.24,0.125,0.4464285714285714,1.8601190476190474,1.0,0.05779999999999999,1.3729032258064515,0.6422222222222221,0.3164556962025316,0.2716165413533834,0.4836309523809524
"frozenset({'Management and Organizational Behavior', 'Data Science Programming'})","frozenset({'Information System Analyst and Design', 'Computer Networks and Security'})",0.245,0.265,0.125,0.5102040816326531,1.9252984212552946,1.0,0.060075,1.500625,0.6365562913907286,0.3246753246753247,0.3336109954185756,0.4909510974201001
"frozenset({'Management and Organizational Behavior', 'Computer Networks and Security'})","frozenset({'Information System Analyst and Design', 'Data Science Programming'})",0.28,0.22,0.125,0.4464285714285714,2.029220779220779,1.0,0.06339999999999998,1.409032258064516,0.7044444444444443,0.3333333333333333,0.29029304029304026,0.5073051948051948
"frozenset({'Information System Analyst and Design', 'Data Science Programming'})","frozenset({'Management and Organizational Behavior', 'Computer Networks and Security'})",0.22,0.28,0.125,0.5681818181818182,2.029220779220779,1.0,0.06339999999999998,1.6673684210526316,0.6502564102564101,0.3333333333333333,0.4002525252525253,0.5073051948051948
"frozenset({'Information System Analyst and Design', 'Computer Networks and Security'})","frozenset({'Management and Organizational Behavior', 'Data Science Programming'})",0.265,0.245,0.125,0.4716981132075471,1.9252984212552944,1.0,0.060075,1.4291071428571427,0.6538775510204082,0.3246753246753247,0.30026240159940015,0.4909510974201001
"frozenset({'Data Science Programming', 'Computer Networks and Security'})","frozenset({'Management and Organizational Behavior', 'Information System Analyst and Design'})",0.24,0.28,0.125,0.5208333333333334,1.8601190476190477,1.0,0.05779999999999999,1.502608695652174,0.6084210526315789,0.3164556962025316,0.33449074074074076,0.4836309523809524
frozenset({'Management and Organizational Behavior'}),"frozenset({'Information System Analyst and Design', 'Data Science Programming', 'Computer Networks and Security'})",0.375,0.155,0.125,0.3333333333333333,2.150537634408602,1.0,0.066875,1.2674999999999998,0.8560000000000001,0.30864197530864196,0.21104536489151873,0.5698924731182796
frozenset({'Information System Analyst and Design'}),"frozenset({'Management and Organizational Behavior', 'Data Science Programming', 'Computer Networks and Security'})",0.355,0.175,0.125,0.35211267605633806,2.012072434607646,1.0,0.06287500000000001,1.273369565217391,0.7798449612403102,0.30864197530864196,0.2146820315834401,0.5331991951710262
frozenset({'Data Science Programming'}),"frozenset({'Management and Organizational Behavior', 'Information System Analyst and Design', 'Computer Networks and Security'})",0.345,0.22,0.125,0.3623188405797102,1.6469038208168645,1.0,0.049100000000000005,1.2231818181818184,0.5996946564885497,0.2840909090909091,0.1824600520252695,0.4652503293807642
frozenset({'Computer Networks and Security'}),"frozenset({'Management and Organizational Behavior', 'Information System Analyst and Design', 'Data Science Programming'})",0.365,0.165,0.125,0.3424657534246575,2.0755500207555,1.0,0.064775,1.2698958333333334,0.8160629921259842,0.30864197530864196,0.21253383643671558,0.5500207555002076
"frozenset({'Information System Analyst and Design', 'Data Science Programming', 'Computer Networks and Security'})",frozenset({'Mobile Programming'}),0.155,0.34,0.095,0.6129032258064516,1.8026565464895634,1.0,0.0423,1.7049999999999998,0.5269386483961382,0.2375,0.41348973607038125,0.446157495256167
"frozenset({'Information System Analyst and Design', 'Data Science Programming', 'Mobile Programming'})",frozenset({'Computer Networks and Security'}),0.145,0.365,0.095,0.6551724137931035,1.7949929145016537,1.0,0.04207500000000001,1.8415000000000006,0.518005540166205,0.2289156626506024,0.45696443117024177,0.45772319319792165
"frozenset({'Information System Analyst and Design', 'Computer Networks and Security', 'Mobile Programming'})",frozenset({'Data Science Programming'}),0.18,0.345,0.095,0.5277777777777778,1.529790660225443,1.0,0.032900000000000006,1.387058823529412,0.42233632862644416,0.22093023255813957,0.2790500424088211,0.40157004830917875
"frozenset({'Data Science Programming', 'Computer Networks and Security', 'Mobile Programming'})",frozenset({'Information System Analyst and Design'}),0.145,0.355,0.095,0.6551724137931035,1.845556095191841,1.0,0.04352500000000001,1.8705000000000005,0.535857186826716,0.2345679012345679,0.46538358727612955,0.4613890237979602
"frozenset({'Information System Analyst and Design', 'Data Science Programming'})","frozenset({'Computer Networks and Security', 'Mobile Programming'})",0.22,0.245,0.095,0.4318181818181818,1.7625231910946197,1.0,0.041100000000000005,1.3288000000000002,0.5546558704453441,0.25675675675675674,0.2474413004214329,0.4097866419294991
"frozenset({'Information System Analyst and Design', 'Computer Networks and Security'})","frozenset({'Data Science Programming', 'Mobile Programming'})",0.265,0.22,0.095,0.3584905660377358,1.6295025728987993,1.0,0.036699999999999997,1.2158823529411764,0.5255997135696383,0.24358974358974358,0.17755200774068694,0.3951543739279588
"frozenset({'Information System Analyst and Design', 'Mobile Programming'})","frozenset({'Data Science Programming', 'Computer Networks and Security'})",0.245,0.24,0.095,0.3877551020408163,1.6156462585034013,1.0,0.0362,1.2413333333333334,0.5047054722899966,0.24358974358974358,0.19441460794844254,0.39179421768707484
"frozenset({'Data Science Programming', 'Computer Networks and Security'})","frozenset({'Information System Analyst and Design', 'Mobile Programming'})",0.24,0.245,0.095,0.39583333333333337,1.6156462585034015,1.0,0.0362,1.2496551724137932,0.5013850415512465,0.24358974358974358,0.19977924944812367,0.39179421768707484
"frozenset({'Data Science Programming', 'Mobile Programming'})","frozenset({'Information System Analyst and Design', 'Computer Networks and Security'})",0.22,0.265,0.095,0.4318181818181818,1.6295025728987993,1.0,0.036699999999999997,1.2936,0.49527665317138997,0.24358974358974358,0.22696351267779838,0.3951543739279588
"frozenset({'Computer Networks and Security', 'Mobile Programming'})","frozenset({'Information System Analyst and Design', 'Data Science Programming'})",0.245,0.22,0.095,0.3877551020408163,1.7625231910946195,1.0,0.041100000000000005,1.274,0.5730219588706867,0.25675675675675674,0.21507064364207218,0.4097866419294991
"frozenset({'Multimedia Application Development', 'Information System Analyst and Design', 'Data Science Programming'})",frozenset({'Computer Networks and Security'}),0.18,0.365,0.125,0.6944444444444444,1.9025875190258752,1.0,0.059300000000000005,2.078181818181818,0.5785365853658536,0.29761904761904767,0.5188101487314085,0.518455098934551
"frozenset({'Multimedia Application Development', 'Information System Analyst and Design', 'Computer Networks and Security'})",frozenset({'Data Science Programming'}),0.205,0.345,0.125,0.6097560975609756,1.7674089784376106,1.0,0.054275000000000004,1.6784375,0.5461635220125787,0.2941176470588236,0.4042077825358406,0.4860374690703429
"frozenset({'Multimedia Application Development', 'Data Science Programming', 'Computer Networks and Security'})",frozenset({'Information System Analyst and Design'}),0.19,0.355,0.125,0.6578947368421053,1.8532246108228319,1.0,0.057550000000000004,1.8853846153846157,0.568395061728395,0.29761904761904767,0.46960424316605476,0.5050037064492217
"frozenset({'Information System Analyst and Design', 'Data Science Programming', 'Computer Networks and Security'})",frozenset({'Multimedia Application Development'}),0.155,0.37,0.125,0.8064516129032259,2.1795989537925022,1.0,0.06765,3.2550000000000012,0.6404733727810651,0.3125,0.6927803379416284,0.5721447253705318
"frozenset({'Multimedia Application Development', 'Information System Analyst and Design'})","frozenset({'Data Science Programming', 'Computer Networks and Security'})",0.28,0.24,0.125,0.4464285714285714,1.8601190476190474,1.0,0.05779999999999999,1.3729032258064515,0.6422222222222221,0.3164556962025316,0.2716165413533834,0.4836309523809524
"frozenset({'Multimedia Application Development', 'Data Science Programming'})","frozenset({'Information System Analyst and Design', 'Computer Networks and Security'})",0.26,0.265,0.125,0.4807692307692307,1.8142235123367196,1.0,0.0561,1.4155555555555555,0.6064864864864865,0.3125,0.2935635792778649,0.47623367198838895
"frozenset({'Multimedia Application Development', 'Computer Networks and Security'})","frozenset({'Information System Analyst and Design', 'Data Science Programming'})",0.28,0.22,0.125,0.4464285714285714,2.029220779220779,1.0,0.06339999999999998,1.409032258064516,0.7044444444444443,0.3333333333333333,0.29029304029304026,0.5073051948051948
"frozenset({'Information System Analyst and Design', 'Data Science Programming'})","frozenset({'Multimedia Application Development', 'Computer Networks and Security'})",0.22,0.28,0.125,0.5681818181818182,2.029220779220779,1.0,0.06339999999999998,1.6673684210526316,0.6502564102564101,0.3333333333333333,0.4002525252525253,0.5073051948051948
"frozenset({'Information System Analyst and Design', 'Computer Networks and Security'})","frozenset({'Multimedia Application Development', 'Data Science Programming'})",0.265,0.26,0.125,0.4716981132075471,1.8142235123367196,1.0,0.0561,1.4007142857142854,0.6106122448979592,0.3125,0.28607853136155015,0.47623367198838895
"frozenset({'Data Science Programming', 'Computer Networks and Security'})","frozenset({'Multimedia Application Development', 'Information System Analyst and Design'})",0.24,0.28,0.125,0.5208333333333334,1.8601190476190477,1.0,0.05779999999999999,1.502608695652174,0.6084210526315789,0.3164556962025316,0.33449074074074076,0.4836309523809524
frozenset({'Multimedia Application Development'}),"frozenset({'Information System Analyst and Design', 'Data Science Programming', 'Computer Networks and Security'})",0.37,0.155,0.125,0.33783783783783783,2.1795989537925022,1.0,0.06765,1.2761224489795917,0.8590476190476191,0.3125,0.21637613945306253,0.5721447253705318
frozenset({'Information System Analyst and Design'}),"frozenset({'Multimedia Application Development', 'Data Science Programming', 'Computer Networks and Security'})",0.355,0.19,0.125,0.35211267605633806,1.8532246108228319,1.0,0.057550000000000004,1.250217391304348,0.7137984496124031,0.29761904761904767,0.20013910624239264,0.5050037064492217
frozenset({'Data Science Programming'}),"frozenset({'Multimedia Application Development', 'Information System Analyst and Design', 'Computer Networks and Security'})",0.345,0.205,0.125,0.3623188405797102,1.7674089784376108,1.0,0.054275000000000004,1.2467045454545456,0.6629007633587787,0.2941176470588236,0.19788533406252856,0.4860374690703429
frozenset({'Computer Networks and Security'}),"frozenset({'Multimedia Application Development', 'Information System Analyst and Design', 'Data Science Programming'})",0.365,0.18,0.125,0.3424657534246575,1.9025875190258752,1.0,0.059300000000000005,1.2470833333333335,0.7470866141732284,0.29761904761904767,0.19812896759104576,0.518455098934551
"frozenset({'Information System Analyst and Design', 'Probability and Statistic', 'Data Science Programming'})",frozenset({'Computer Networks and Security'}),0.145,0.365,0.1,0.6896551724137931,1.8894662257912143,1.0,0.04707500000000001,2.0461111111111117,0.5505847953216375,0.24390243902439024,0.5112679880532176,0.4818138875767596
"frozenset({'Information System Analyst and Design', 'Probability and Statistic', 'Computer Networks and Security'})",frozenset({'Data Science Programming'}),0.19,0.345,0.1,0.5263157894736842,1.5255530129672006,1.0,0.03445000000000001,1.3827777777777777,0.42530864197530865,0.22988505747126442,0.27681799919646444,0.4080854309687262
"frozenset({'Information System Analyst and Design', 'Data Science Programming', 'Computer Networks and Security'})",frozenset({'Probability and Statistic'}),0.155,0.38,0.1,0.6451612903225807,1.6977928692699493,1.0,0.041100000000000005,1.7472727272727278,0.4863905325443787,0.22988505747126436,0.4276795005202915,0.4541595925297114
"frozenset({'Probability and Statistic', 'Data Science Programming', 'Computer Networks and Security'})",frozenset({'Information System Analyst and Design'}),0.17,0.355,0.1,0.5882352941176471,1.6570008285004143,1.0,0.039650000000000005,1.5664285714285715,0.477710843373494,0.23529411764705882,0.3616051071591428,0.43496271748135873
"frozenset({'Information System Analyst and Design', 'Probability and Statistic'})","frozenset({'Data Science Programming', 'Computer Networks and Security'})",0.26,0.24,0.1,0.38461538461538464,1.6025641025641026,1.0,0.03760000000000001,1.2349999999999999,0.5081081081081082,0.25,0.19028340080971665,0.40064102564102566
"frozenset({'Information System Analyst and Design', 'Data Science Programming'})","frozenset({'Probability and Statistic', 'Computer Networks and Security'})",0.22,0.27,0.1,0.4545454545454546,1.6835016835016836,1.0,0.040600000000000004,1.3383333333333334,0.5205128205128204,0.25641025641025644,0.25280199252801994,0.41245791245791247
"frozenset({'Information System Analyst and Design', 'Computer Networks and Security'})","frozenset({'Probability and Statistic', 'Data Science Programming'})",0.265,0.25,0.1,0.37735849056603776,1.509433962264151,1.0,0.03375,1.2045454545454546,0.4591836734693878,0.24096385542168675,0.16981132075471703,0.3886792452830189
"frozenset({'Probability and Statistic', 'Data Science Programming'})","frozenset({'Information System Analyst and Design', 'Computer Networks and Security'})",0.25,0.265,0.1,0.4,1.509433962264151,1.0,0.03375,1.225,0.44999999999999996,0.24096385542168675,0.1836734693877551,0.3886792452830189
"frozenset({'Probability and Statistic', 'Computer Networks and Security'})","frozenset({'Information System Analyst and Design', 'Data Science Programming'})",0.27,0.22,0.1,0.37037037037037035,1.6835016835016834,1.0,0.040600000000000004,1.2388235294117647,0.5561643835616439,0.25641025641025644,0.19278252611585942,0.41245791245791247
"frozenset({'Data Science Programming', 'Computer Networks and Security'})","frozenset({'Information System Analyst and Design', 'Probability and Statistic'})",0.24,0.26,0.1,0.4166666666666667,1.6025641025641026,1.0,0.03760000000000001,1.2685714285714287,0.4947368421052632,0.25,0.21171171171171171,0.40064102564102566
"frozenset({'Management and Organizational Behavior', 'Machine Learning', 'Data Science Programming'})",frozenset({'Computer Networks and Security'}),0.175,0.365,0.12,0.6857142857142857,1.87866927592955,1.0,0.056124999999999994,2.0204545454545455,0.5669191919191919,0.2857142857142857,0.5050618672665917,0.5072407045009785
"frozenset({'Management and Organizational Behavior', 'Machine Learning', 'Computer Networks and Security'})",frozenset({'Data Science Programming'}),0.2,0.345,0.12,0.6,1.7391304347826089,1.0,0.051000000000000004,1.6375,0.53125,0.28235294117647064,0.3893129770992366,0.47391304347826085
"frozenset({'Management and Organizational Behavior', 'Data Science Programming', 'Computer Networks and Security'})",frozenset({'Machine Learning'}),0.175,0.37,0.12,0.6857142857142857,1.8532818532818534,1.0,0.055249999999999994,2.0045454545454544,0.5580808080808081,0.28235294117647064,0.5011337868480725,0.505019305019305
"frozenset({'Machine Learning', 'Data Science Programming', 'Computer Networks and Security'})",frozenset({'Management and Organizational Behavior'}),0.17,0.375,0.12,0.7058823529411764,1.8823529411764703,1.0,0.056249999999999994,2.1249999999999996,0.5647590361445783,0.28235294117647053,0.5294117647058822,0.5129411764705882
"frozenset({'Management and Organizational Behavior', 'Machine Learning'})","frozenset({'Data Science Programming', 'Computer Networks and Security'})",0.275,0.24,0.12,0.4363636363636363,1.818181818181818,1.0,0.05399999999999999,1.3483870967741933,0.6206896551724137,0.30379746835443033,0.2583732057416267,0.46818181818181814
"frozenset({'Management and Organizational Behavior', 'Data Science Programming'})","frozenset({'Machine Learning', 'Computer Networks and Security'})",0.245,0.265,0.12,0.4897959183673469,1.8482864844050826,1.0,0.055075,1.4405999999999999,0.6078918322295805,0.30769230769230765,0.3058447868943496,0.4713130535232961
"frozenset({'Management and Organizational Behavior', 'Computer Networks and Security'})","frozenset({'Machine Learning', 'Data Science Programming'})",0.28,0.25,0.12,0.4285714285714285,1.714285714285714,1.0,0.04999999999999999,1.3124999999999998,0.5787037037037036,0.2926829268292683,0.238095238095238,0.45428571428571424
"frozenset({'Machine Learning', 'Data Science Programming'})","frozenset({'Management and Organizational Behavior', 'Computer Networks and Security'})",0.25,0.28,0.12,0.48,1.714285714285714,1.0,0.04999999999999999,1.3846153846153846,0.5555555555555555,0.2926829268292683,0.27777777777777773,0.45428571428571424
"frozenset({'Machine Learning', 'Computer Networks and Security'})","frozenset({'Management and Organizational Behavior', 'Data Science Programming'})",0.265,0.245,0.12,0.45283018867924524,1.8482864844050826,1.0,0.055075,1.3798275862068963,0.6244331065759637,0.30769230769230765,0.27527177308509304,0.4713130535232961
"frozenset({'Data Science Programming', 'Computer Networks and Security'})","frozenset({'Management and Organizational Behavior', 'Machine Learning'})",0.24,0.275,0.12,0.5,1.8181818181818181,1.0,0.05399999999999999,1.45,0.5921052631578946,0.30379746835443033,0.31034482758620685,0.46818181818181814
frozenset({'Management and Organizational Behavior'}),"frozenset({'Machine Learning', 'Data Science Programming', 'Computer Networks and Security'})",0.375,0.17,0.12,0.32,1.8823529411764706,1.0,0.056249999999999994,1.2205882352941178,0.75,0.28235294117647053,0.18072289156626506,0.5129411764705882
frozenset({'Machine Learning'}),"frozenset({'Management and Organizational Behavior', 'Data Science Programming', 'Computer Networks and Security'})",0.37,0.175,0.12,0.32432432432432434,1.8532818532818536,1.0,0.055249999999999994,1.2209999999999999,0.7308201058201057,0.28235294117647064,0.18099918099918105,0.505019305019305
frozenset({'Data Science Programming'}),"frozenset({'Management and Organizational Behavior', 'Machine Learning', 'Computer Networks and Security'})",0.345,0.2,0.12,0.34782608695652173,1.7391304347826086,1.0,0.051000000000000004,1.2266666666666668,0.648854961832061,0.28235294117647064,0.18478260869565213,0.47391304347826085
frozenset({'Computer Networks and Security'}),"frozenset({'Management and Organizational Behavior', 'Machine Learning', 'Data Science Programming'})",0.365,0.175,0.12,0.3287671232876712,1.87866927592955,1.0,0.056124999999999994,1.2290816326530611,0.736548556430446,0.2857142857142857,0.18638439186384392,0.5072407045009785
"frozenset({'Machine Learning', 'Data Science Programming', 'Computer Networks and Security'})",frozenset({'Mobile Programming'}),0.17,0.34,0.105,0.6176470588235293,1.816608996539792,1.0,0.047199999999999985,1.7261538461538455,0.5415949512335053,0.25925925925925924,0.4206773618538323,0.46323529411764697
"frozenset({'Machine Learning', 'Data Science Programming', 'Mobile Programming'})",frozenset({'Computer Networks and Security'}),0.155,0.365,0.105,0.6774193548387096,1.855943437914273,1.0,0.048424999999999996,1.9684999999999997,0.5457875457875457,0.25301204819277107,0.49199898399796793,0.48254529385771094
"frozenset({'Machine Learning', 'Computer Networks and Security', 'Mobile Programming'})",frozenset({'Data Science Programming'}),0.18,0.345,0.105,0.5833333333333334,1.6908212560386475,1.0,0.0429,1.5720000000000003,0.4982578397212543,0.25000000000000006,0.3638676844783716,0.44384057971014496
"frozenset({'Data Science Programming', 'Computer Networks and Security', 'Mobile Programming'})",frozenset({'Machine Learning'}),0.145,0.37,0.105,0.7241379310344828,1.95712954333644,1.0,0.05135,2.28375,0.5719855193539405,0.2560975609756097,0.5621237000547346,0.5039608574091332
"frozenset({'Machine Learning', 'Data Science Programming'})","frozenset({'Computer Networks and Security', 'Mobile Programming'})",0.25,0.245,0.105,0.42,1.7142857142857142,1.0,0.04375,1.3017241379310343,0.5555555555555555,0.2692307692307692,0.23178807947019867,0.42428571428571427
